listing_id,date,available,price
7421966,08-12-16,t,$100.00 
7421966,09-12-16,t,$100.00 
7421966,10-12-16,t,$100.00 
7421966,11-12-16,t,$100.00 
7421966,12-12-16,t,$100.00 
7421966,13-12-16,t,$100.00 
7421966,14-12-16,t,$100.00 
7421966,15-12-16,t,$100.00 
7421966,16-12-16,t,$100.00 
7421966,17-12-16,t,$100.00 
7421966,18-12-16,t,$100.00 
7421966,19-12-16,t,$100.00 
7421966,20-12-16,t,$100.00 
7421966,21-12-16,t,$100.00 
7421966,22-12-16,t,$100.00 
7421966,23-12-16,t,$100.00 
7421966,24-12-16,t,$100.00 
7421966,25-12-16,t,$100.00 
7421966,26-12-16,t,$100.00 
7421966,27-12-16,t,$100.00 
7421966,28-12-16,t,$100.00 
7421966,29-12-16,t,$100.00 
7421966,30-12-16,t,$100.00 
7421966,31-12-16,t,$100.00 
7421966,01-01-17,t,$100.00 
7421966,02-01-17,t,$100.00 
278830,01-12-16,t,$450.00 
278830,02-12-16,t,$475.00 
278830,03-12-16,t,$475.00 
278830,04-12-16,t,$450.00 
278830,05-12-16,t,$450.00 
278830,06-12-16,t,$450.00 
278830,07-12-16,t,$450.00 
278830,08-12-16,t,$450.00 
278830,09-12-16,t,$475.00 
278830,10-12-16,t,$475.00 
278830,11-12-16,t,$450.00 
278830,12-12-16,t,$450.00 
278830,13-12-16,t,$450.00 
278830,14-12-16,t,$450.00 
278830,15-12-16,t,$450.00 
278830,16-12-16,t,$475.00 
278830,17-12-16,t,$475.00 
278830,18-12-16,t,$450.00 
278830,19-12-16,t,$450.00 
278830,20-12-16,t,$450.00 
278830,21-12-16,t,$450.00 
278830,22-12-16,t,$450.00 
278830,23-12-16,t,$475.00 
278830,24-12-16,t,$475.00 
278830,25-12-16,t,$450.00 
278830,26-12-16,t,$450.00 
278830,27-12-16,t,$450.00 
278830,28-12-16,t,$450.00 
278830,29-12-16,t,$450.00 
278830,30-12-16,t,$475.00 
278830,31-12-16,t,$475.00 
278830,01-01-17,t,$450.00 
278830,02-01-17,t,$450.00 
5956968,01-12-16,t,$120.00 
5956968,02-12-16,t,$140.00 
5956968,03-12-16,t,$140.00 
5956968,04-12-16,t,$120.00 
5956968,05-12-16,t,$120.00 
5956968,06-12-16,t,$120.00 
5956968,07-12-16,t,$120.00 
5956968,08-12-16,t,$120.00 
5956968,09-12-16,t,$140.00 
5956968,10-12-16,t,$140.00 
5956968,11-12-16,t,$120.00 
5956968,12-12-16,t,$120.00 
5956968,13-12-16,t,$120.00 
5956968,14-12-16,t,$120.00 
5956968,15-12-16,t,$120.00 
5956968,16-12-16,t,$140.00 
5956968,17-12-16,t,$140.00 
5956968,18-12-16,t,$120.00 
5956968,19-12-16,t,$120.00 
5956968,20-12-16,t,$120.00 
5956968,21-12-16,t,$120.00 
5956968,22-12-16,t,$120.00 
5956968,23-12-16,t,$140.00 
5956968,24-12-16,t,$140.00 
5956968,25-12-16,t,$120.00 
5956968,26-12-16,t,$120.00 
5956968,27-12-16,t,$120.00 
5956968,28-12-16,t,$120.00 
5956968,29-12-16,t,$120.00 
5956968,30-12-16,t,$140.00 
5956968,31-12-16,t,$140.00 
5956968,01-01-17,t,$120.00 
5956968,02-01-17,t,$120.00 
1909058,01-12-16,t,$80.00 
1909058,02-12-16,t,$80.00 
1909058,03-12-16,t,$80.00 
1909058,04-12-16,t,$80.00 
1909058,05-12-16,t,$80.00 
1909058,06-12-16,t,$80.00 
1909058,07-12-16,t,$80.00 
1909058,08-12-16,t,$80.00 
1909058,09-12-16,t,$80.00 
1909058,10-12-16,t,$80.00 
1909058,11-12-16,t,$80.00 
1909058,12-12-16,t,$80.00 
1909058,13-12-16,t,$80.00 
1909058,14-12-16,t,$80.00 
1909058,15-12-16,t,$80.00 
1909058,16-12-16,t,$80.00 
1909058,17-12-16,t,$80.00 
1909058,18-12-16,t,$80.00 
1909058,19-12-16,t,$80.00 
1909058,20-12-16,t,$80.00 
1909058,21-12-16,t,$80.00 
1909058,22-12-16,t,$80.00 
1909058,23-12-16,t,$80.00 
1909058,24-12-16,t,$80.00 
1909058,25-12-16,t,$80.00 
1909058,26-12-16,t,$80.00 
1909058,27-12-16,t,$80.00 
1909058,28-12-16,t,$80.00 
1909058,29-12-16,t,$80.00 
1909058,30-12-16,t,$80.00 
1909058,31-12-16,t,$80.00 
1909058,01-01-17,t,$80.00 
1909058,02-01-17,t,$80.00 
856550,01-12-16,t,$60.00 
856550,02-12-16,t,$60.00 
856550,03-12-16,t,$60.00 
856550,04-12-16,t,$60.00 
856550,05-12-16,t,$60.00 
856550,06-12-16,t,$60.00 
856550,07-12-16,t,$60.00 
856550,08-12-16,t,$60.00 
856550,09-12-16,t,$60.00 
856550,10-12-16,t,$60.00 
856550,11-12-16,t,$60.00 
856550,12-12-16,t,$60.00 
856550,13-12-16,t,$60.00 
856550,14-12-16,t,$60.00 
856550,15-12-16,t,$60.00 
856550,16-12-16,t,$60.00 
856550,17-12-16,t,$60.00 
856550,18-12-16,t,$60.00 
856550,19-12-16,t,$60.00 
856550,20-12-16,t,$60.00 
856550,21-12-16,t,$60.00 
856550,22-12-16,t,$60.00 
856550,23-12-16,t,$60.00 
856550,24-12-16,t,$60.00 
856550,25-12-16,t,$60.00 
856550,26-12-16,t,$60.00 
856550,27-12-16,t,$60.00 
856550,28-12-16,t,$60.00 
856550,29-12-16,t,$60.00 
856550,30-12-16,t,$60.00 
856550,31-12-16,t,$60.00 
856550,01-01-17,t,$60.00 
856550,02-01-17,t,$60.00 
4948745,01-12-16,t,$90.00 
4948745,02-12-16,t,$90.00 
4948745,03-12-16,t,$90.00 
4948745,04-12-16,t,$90.00 
4948745,05-12-16,t,$90.00 
4948745,06-12-16,t,$90.00 
4948745,07-12-16,t,$90.00 
4948745,08-12-16,t,$90.00 
4948745,09-12-16,t,$90.00 
4948745,10-12-16,t,$90.00 
4948745,11-12-16,t,$90.00 
4948745,12-12-16,t,$90.00 
4948745,13-12-16,t,$90.00 
4948745,14-12-16,t,$90.00 
4948745,15-12-16,t,$90.00 
4948745,16-12-16,t,$90.00 
4948745,17-12-16,t,$90.00 
4948745,18-12-16,t,$90.00 
4948745,19-12-16,t,$90.00 
4948745,20-12-16,t,$90.00 
4948745,21-12-16,t,$90.00 
4948745,22-12-16,t,$90.00 
4948745,23-12-16,t,$90.00 
4948745,24-12-16,t,$90.00 
4948745,25-12-16,t,$90.00 
4948745,26-12-16,t,$90.00 
4948745,27-12-16,t,$90.00 
4948745,28-12-16,t,$90.00 
4948745,29-12-16,t,$90.00 
4948745,30-12-16,t,$90.00 
4948745,31-12-16,t,$90.00 
4948745,01-01-17,t,$90.00 
4948745,02-01-17,t,$90.00 
2493658,01-12-16,t,$131.00 
2493658,02-12-16,t,$171.00 
2493658,03-12-16,t,$127.00 
2493658,04-12-16,t,$186.00 
2493658,05-12-16,t,$133.00 
2493658,06-12-16,t,$134.00 
2493658,07-12-16,t,$148.00 
2493658,08-12-16,t,$162.00 
2493658,09-12-16,t,$178.00 
2493658,10-12-16,t,$157.00 
2493658,11-12-16,t,$157.00 
2493658,12-12-16,t,$158.00 
2493658,13-12-16,t,$181.00 
2493658,14-12-16,t,$189.00 
2493658,15-12-16,t,$220.00 
2493658,16-12-16,t,$222.00 
2493658,17-12-16,t,$223.00 
2493658,18-12-16,t,$232.00 
2493658,19-12-16,t,$217.00 
2493658,20-12-16,t,$203.00 
2493658,21-12-16,t,$188.00 
2493658,22-12-16,t,$172.00 
2493658,23-12-16,t,$217.00 
2493658,24-12-16,t,$204.00 
2493658,25-12-16,t,$222.00 
2493658,26-12-16,t,$186.00 
2493658,27-12-16,t,$177.00 
2493658,28-12-16,t,$188.00 
2493658,29-12-16,t,$229.00 
2493658,30-12-16,t,$294.00 
2493658,31-12-16,t,$358.00 
2493658,01-01-17,t,$439.00 
2493658,02-01-17,t,$400.00 
175576,01-12-16,f,
175576,02-12-16,f,
175576,03-12-16,f,
175576,04-12-16,f,
175576,05-12-16,f,
175576,06-12-16,f,
175576,07-12-16,f,
175576,08-12-16,f,
175576,09-12-16,f,
175576,10-12-16,f,
175576,11-12-16,f,
175576,12-12-16,f,
175576,13-12-16,f,
175576,14-12-16,f,
175576,15-12-16,f,
175576,16-12-16,f,
175576,17-12-16,f,
175576,18-12-16,f,
175576,19-12-16,t,$95.00 
175576,20-12-16,t,$95.00 
175576,21-12-16,t,$95.00 
175576,22-12-16,t,$95.00 
175576,23-12-16,t,$95.00 
175576,24-12-16,t,$95.00 
175576,25-12-16,t,$95.00 
175576,26-12-16,t,$95.00 
175576,27-12-16,t,$95.00 
175576,28-12-16,t,$95.00 
175576,29-12-16,t,$95.00 
175576,30-12-16,t,$95.00 
175576,31-12-16,t,$95.00 
175576,01-01-17,f,
175576,02-01-17,f,
4454295,01-12-16,t,$99.00 
4454295,02-12-16,t,$99.00 
4454295,03-12-16,t,$99.00 
4454295,04-12-16,t,$99.00 
4454295,05-12-16,t,$99.00 
4454295,06-12-16,t,$99.00 
4454295,07-12-16,t,$99.00 
4454295,08-12-16,t,$99.00 
4454295,09-12-16,t,$99.00 
4454295,10-12-16,t,$99.00 
4454295,11-12-16,t,$99.00 
4454295,12-12-16,t,$99.00 
4454295,13-12-16,t,$99.00 
4454295,14-12-16,t,$99.00 
4454295,15-12-16,t,$99.00 
4454295,16-12-16,t,$99.00 
4454295,17-12-16,t,$99.00 
4454295,18-12-16,t,$99.00 
4454295,19-12-16,t,$99.00 
4454295,20-12-16,t,$99.00 
4454295,21-12-16,t,$99.00 
4454295,22-12-16,t,$99.00 
4454295,23-12-16,t,$99.00 
4454295,24-12-16,t,$99.00 
4454295,25-12-16,t,$99.00 
4454295,26-12-16,t,$99.00 
4454295,27-12-16,t,$99.00 
4454295,28-12-16,t,$99.00 
4454295,29-12-16,t,$99.00 
4454295,30-12-16,t,$99.00 
4454295,31-12-16,t,$99.00 
4454295,01-01-17,t,$99.00 
4454295,02-01-17,t,$99.00 
3883392,01-12-16,t,$245.00 
3883392,02-12-16,t,$245.00 
3883392,03-12-16,t,$245.00 
3883392,04-12-16,t,$245.00 
3883392,05-12-16,t,$245.00 
3883392,06-12-16,t,$245.00 
3883392,07-12-16,t,$245.00 
3883392,08-12-16,t,$245.00 
3883392,09-12-16,t,$245.00 
3883392,10-12-16,t,$245.00 
3883392,11-12-16,t,$245.00 
3883392,12-12-16,t,$245.00 
3883392,13-12-16,t,$245.00 
3883392,14-12-16,t,$245.00 
3883392,15-12-16,t,$245.00 
3883392,16-12-16,t,$245.00 
3883392,17-12-16,t,$245.00 
3883392,18-12-16,t,$245.00 
3883392,19-12-16,t,$245.00 
3883392,20-12-16,t,$245.00 
3883392,21-12-16,t,$245.00 
3883392,22-12-16,t,$245.00 
3883392,23-12-16,t,$245.00 
3883392,24-12-16,t,$245.00 
3883392,25-12-16,t,$245.00 
3883392,26-12-16,t,$245.00 
3883392,27-12-16,t,$245.00 
3883392,28-12-16,t,$245.00 
3883392,29-12-16,t,$245.00 
3883392,30-12-16,t,$245.00 
3883392,31-12-16,t,$245.00 
3883392,01-01-17,t,$245.00 
3883392,02-01-17,t,$245.00 
8889257,01-12-16,t,$165.00 
8889257,02-12-16,t,$165.00 
8889257,03-12-16,t,$165.00 
8889257,04-12-16,t,$165.00 
8889257,05-12-16,t,$165.00 
8889257,06-12-16,t,$165.00 
8889257,07-12-16,t,$165.00 
8889257,08-12-16,t,$165.00 
8889257,09-12-16,t,$165.00 
8889257,10-12-16,t,$165.00 
8889257,11-12-16,t,$165.00 
8889257,12-12-16,t,$165.00 
8889257,13-12-16,t,$165.00 
8889257,14-12-16,t,$165.00 
8889257,15-12-16,t,$165.00 
8889257,16-12-16,t,$165.00 
8889257,17-12-16,t,$165.00 
8889257,18-12-16,t,$165.00 
8889257,19-12-16,t,$165.00 
8889257,20-12-16,t,$165.00 
8889257,21-12-16,t,$165.00 
8889257,22-12-16,t,$165.00 
8889257,23-12-16,t,$250.00 
8889257,24-12-16,t,$250.00 
8889257,25-12-16,t,$250.00 
8889257,26-12-16,t,$250.00 
8889257,27-12-16,t,$250.00 
8889257,28-12-16,t,$250.00 
8889257,29-12-16,t,$250.00 
8889257,30-12-16,t,$250.00 
8889257,31-12-16,t,$250.00 
8889257,01-01-17,t,$250.00 
8889257,02-01-17,f,
5680462,01-12-16,t,$649.00 
5680462,02-12-16,t,$649.00 
5680462,03-12-16,t,$649.00 
5680462,04-12-16,t,$649.00 
5680462,05-12-16,t,$649.00 
5680462,06-12-16,t,$461.00 
5680462,07-12-16,t,$461.00 
5680462,08-12-16,t,$461.00 
5680462,09-12-16,t,$549.00 
5680462,10-12-16,t,$549.00 
5680462,11-12-16,t,$461.00 
5680462,12-12-16,t,$461.00 
5680462,13-12-16,t,$461.00 
5680462,14-12-16,t,$461.00 
5680462,15-12-16,t,$461.00 
5680462,16-12-16,t,$549.00 
5680462,17-12-16,t,$549.00 
5680462,18-12-16,t,$461.00 
5680462,19-12-16,t,$461.00 
5680462,20-12-16,t,$461.00 
5680462,21-12-16,t,$461.00 
5680462,22-12-16,t,$461.00 
5680462,23-12-16,t,$549.00 
5680462,24-12-16,t,$549.00 
5680462,25-12-16,t,$461.00 
5680462,26-12-16,t,$461.00 
5680462,27-12-16,t,$461.00 
5680462,28-12-16,t,$461.00 
5680462,29-12-16,t,$461.00 
5680462,30-12-16,t,$549.00 
5680462,31-12-16,t,$549.00 
5680462,01-01-17,t,$461.00 
5680462,02-01-17,f,
8988178,01-12-16,f,
8988178,02-12-16,f,
8988178,03-12-16,f,
8988178,04-12-16,f,
8988178,05-12-16,f,
8988178,06-12-16,f,
8988178,07-12-16,f,
8988178,08-12-16,f,
8988178,09-12-16,f,
8988178,10-12-16,f,
8988178,11-12-16,f,
8988178,12-12-16,f,
8988178,13-12-16,f,
8988178,14-12-16,f,
8988178,15-12-16,f,
8988178,16-12-16,f,
8988178,17-12-16,f,
8988178,18-12-16,f,
8988178,19-12-16,f,
8988178,20-12-16,f,
8988178,21-12-16,f,
8988178,22-12-16,f,
8988178,23-12-16,f,
8988178,24-12-16,f,
8988178,25-12-16,f,
8988178,26-12-16,f,
8988178,27-12-16,f,
8988178,28-12-16,f,
8988178,29-12-16,f,
8988178,30-12-16,f,
8988178,31-12-16,f,
8988178,01-01-17,f,
8988178,02-01-17,f,
3245876,01-12-16,t,$66.00 
3245876,02-12-16,t,$85.00 
3245876,03-12-16,t,$85.00 
3245876,04-12-16,t,$66.00 
3245876,05-12-16,t,$66.00 
3245876,06-12-16,t,$66.00 
3245876,07-12-16,t,$66.00 
3245876,08-12-16,t,$66.00 
3245876,09-12-16,t,$85.00 
3245876,10-12-16,t,$85.00 
3245876,11-12-16,t,$66.00 
3245876,12-12-16,t,$66.00 
3245876,13-12-16,t,$66.00 
3245876,14-12-16,t,$66.00 
3245876,15-12-16,t,$66.00 
3245876,16-12-16,t,$85.00 
3245876,17-12-16,t,$85.00 
3245876,18-12-16,t,$66.00 
3245876,19-12-16,t,$66.00 
3245876,20-12-16,t,$66.00 
3245876,21-12-16,t,$66.00 
3245876,22-12-16,t,$66.00 
3245876,23-12-16,t,$85.00 
3245876,24-12-16,t,$85.00 
3245876,25-12-16,t,$66.00 
3245876,26-12-16,t,$66.00 
3245876,27-12-16,t,$66.00 
3245876,28-12-16,t,$66.00 
3245876,29-12-16,t,$66.00 
3245876,30-12-16,t,$85.00 
3245876,31-12-16,t,$85.00 
3245876,01-01-17,t,$66.00 
3245876,02-01-17,t,$66.00 
4933447,01-12-16,f,
4933447,02-12-16,f,
4933447,03-12-16,f,
4933447,04-12-16,f,
4933447,05-12-16,f,
4933447,06-12-16,f,
4933447,07-12-16,f,
4933447,08-12-16,f,
4933447,09-12-16,f,
4933447,10-12-16,f,
4933447,11-12-16,f,
4933447,12-12-16,f,
4933447,13-12-16,f,
4933447,14-12-16,f,
4933447,15-12-16,f,
4933447,16-12-16,f,
4933447,17-12-16,f,
4933447,18-12-16,f,
4933447,19-12-16,f,
4933447,20-12-16,f,
4933447,21-12-16,f,
4933447,22-12-16,f,
4933447,23-12-16,f,
4933447,24-12-16,f,
4933447,25-12-16,f,
4933447,26-12-16,f,
4933447,27-12-16,f,
4933447,28-12-16,f,
4933447,29-12-16,f,
4933447,30-12-16,f,
4933447,31-12-16,f,
4933447,01-01-17,f,
4933447,02-01-17,f,
7735464,01-12-16,t,$200.00 
7735464,02-12-16,t,$200.00 
7735464,03-12-16,t,$200.00 
7735464,04-12-16,t,$200.00 
7735464,05-12-16,t,$200.00 
7735464,06-12-16,t,$200.00 
7735464,07-12-16,t,$200.00 
7735464,08-12-16,t,$200.00 
7735464,09-12-16,t,$200.00 
7735464,10-12-16,t,$200.00 
7735464,11-12-16,t,$200.00 
7735464,12-12-16,t,$200.00 
7735464,13-12-16,t,$200.00 
7735464,14-12-16,t,$200.00 
7735464,15-12-16,t,$200.00 
7735464,16-12-16,t,$200.00 
7735464,17-12-16,t,$200.00 
7735464,18-12-16,t,$200.00 
7735464,19-12-16,t,$200.00 
7735464,20-12-16,t,$200.00 
7735464,21-12-16,t,$200.00 
7735464,22-12-16,t,$200.00 
7735464,23-12-16,t,$200.00 
7735464,24-12-16,t,$200.00 
7735464,25-12-16,t,$200.00 
7735464,26-12-16,t,$200.00 
7735464,27-12-16,t,$200.00 
7735464,28-12-16,t,$200.00 
7735464,29-12-16,t,$200.00 
7735464,30-12-16,t,$200.00 
7735464,31-12-16,t,$200.00 
7735464,01-01-17,t,$200.00 
7735464,02-01-17,t,$200.00 
6291829,01-12-16,t,$700.00 
6291829,02-12-16,t,$700.00 
6291829,03-12-16,t,$700.00 
6291829,04-12-16,t,$700.00 
6291829,05-12-16,t,$700.00 
6291829,06-12-16,t,$700.00 
6291829,07-12-16,t,$700.00 
6291829,08-12-16,t,$700.00 
6291829,09-12-16,t,$700.00 
6291829,10-12-16,t,$700.00 
6291829,11-12-16,t,$700.00 
6291829,12-12-16,t,$700.00 
6291829,13-12-16,t,$700.00 
6291829,14-12-16,t,$700.00 
6291829,15-12-16,t,$700.00 
6291829,16-12-16,t,$700.00 
6291829,17-12-16,t,$700.00 
6291829,18-12-16,t,$700.00 
6291829,19-12-16,t,$700.00 
6291829,20-12-16,t,$700.00 
6291829,21-12-16,t,$700.00 
6291829,22-12-16,t,$700.00 
6291829,23-12-16,t,$700.00 
6291829,24-12-16,t,$700.00 
6291829,25-12-16,t,$700.00 
6291829,26-12-16,t,$700.00 
6291829,27-12-16,t,$700.00 
6291829,28-12-16,t,$700.00 
6291829,29-12-16,t,$700.00 
6291829,30-12-16,t,$700.00 
6291829,31-12-16,t,$700.00 
6291829,01-01-17,t,$700.00 
6291829,02-01-17,t,$700.00 
9218403,01-12-16,t,$110.00 
9218403,02-12-16,t,$110.00 
9218403,03-12-16,t,$110.00 
9218403,04-12-16,t,$110.00 
9218403,05-12-16,t,$110.00 
9218403,06-12-16,t,$110.00 
9218403,07-12-16,t,$110.00 
9218403,08-12-16,t,$110.00 
9218403,09-12-16,t,$110.00 
9218403,10-12-16,t,$110.00 
9218403,11-12-16,t,$110.00 
9218403,12-12-16,t,$110.00 
9218403,13-12-16,t,$110.00 
9218403,14-12-16,t,$110.00 
9218403,15-12-16,t,$110.00 
9218403,16-12-16,t,$110.00 
9218403,17-12-16,t,$110.00 
9218403,18-12-16,t,$110.00 
9218403,19-12-16,t,$110.00 
9218403,20-12-16,t,$110.00 
9218403,21-12-16,t,$110.00 
9218403,22-12-16,t,$110.00 
9218403,23-12-16,t,$110.00 
9218403,24-12-16,t,$110.00 
9218403,25-12-16,t,$110.00 
9218403,26-12-16,t,$110.00 
9218403,27-12-16,t,$110.00 
9218403,28-12-16,t,$110.00 
9218403,29-12-16,t,$110.00 
9218403,30-12-16,t,$110.00 
9218403,31-12-16,t,$110.00 
9218403,01-01-17,t,$110.00 
9218403,02-01-17,t,$110.00 
4125779,01-12-16,t,$99.00 
4125779,02-12-16,t,$119.00 
4125779,03-12-16,t,$119.00 
4125779,04-12-16,t,$99.00 
4125779,05-12-16,t,$99.00 
4125779,06-12-16,t,$99.00 
4125779,07-12-16,t,$99.00 
4125779,08-12-16,t,$99.00 
4125779,09-12-16,t,$119.00 
4125779,10-12-16,t,$119.00 
4125779,11-12-16,t,$99.00 
4125779,12-12-16,t,$99.00 
4125779,13-12-16,t,$99.00 
4125779,14-12-16,t,$99.00 
4125779,15-12-16,t,$99.00 
4125779,16-12-16,t,$119.00 
4125779,17-12-16,t,$119.00 
4125779,18-12-16,t,$99.00 
4125779,19-12-16,t,$99.00 
4125779,20-12-16,t,$99.00 
4125779,21-12-16,t,$99.00 
4125779,22-12-16,t,$99.00 
4125779,23-12-16,t,$119.00 
4125779,24-12-16,t,$119.00 
4125779,25-12-16,t,$99.00 
4125779,26-12-16,t,$99.00 
4125779,27-12-16,t,$99.00 
4125779,28-12-16,t,$99.00 
4125779,29-12-16,t,$99.00 
4125779,30-12-16,t,$119.00 
4125779,31-12-16,t,$119.00 
4125779,01-01-17,t,$99.00 
4125779,02-01-17,t,$99.00 
8942678,01-12-16,t,$450.00 
8942678,02-12-16,t,$450.00 
8942678,03-12-16,t,$450.00 
8942678,04-12-16,t,$450.00 
8942678,05-12-16,t,$450.00 
8942678,06-12-16,t,$450.00 
8942678,07-12-16,t,$450.00 
8942678,08-12-16,t,$450.00 
8942678,09-12-16,t,$450.00 
8942678,10-12-16,t,$450.00 
8942678,11-12-16,t,$450.00 
8942678,12-12-16,t,$450.00 
8942678,13-12-16,t,$450.00 
8942678,14-12-16,t,$450.00 
8942678,15-12-16,t,$450.00 
8942678,16-12-16,t,$450.00 
8942678,17-12-16,t,$450.00 
8942678,18-12-16,t,$450.00 
8942678,19-12-16,t,$450.00 
8942678,20-12-16,t,$450.00 
8942678,21-12-16,t,$450.00 
8942678,22-12-16,t,$450.00 
8942678,23-12-16,t,$450.00 
8942678,24-12-16,t,$450.00 
8942678,25-12-16,t,$450.00 
8942678,26-12-16,t,$450.00 
8942678,27-12-16,t,$450.00 
8942678,28-12-16,t,$450.00 
8942678,29-12-16,t,$450.00 
8942678,30-12-16,t,$450.00 
8942678,31-12-16,t,$450.00 
8942678,01-01-17,t,$450.00 
8942678,02-01-17,t,$450.00 
10106055,01-12-16,t,$75.00 
10106055,02-12-16,t,$75.00 
10106055,03-12-16,t,$75.00 
10106055,04-12-16,t,$75.00 
10106055,05-12-16,t,$75.00 
10106055,06-12-16,t,$75.00 
10106055,07-12-16,t,$75.00 
10106055,08-12-16,t,$75.00 
10106055,09-12-16,t,$75.00 
10106055,10-12-16,t,$75.00 
10106055,11-12-16,t,$75.00 
10106055,12-12-16,t,$75.00 
10106055,13-12-16,t,$75.00 
10106055,14-12-16,t,$75.00 
10106055,15-12-16,t,$75.00 
10106055,16-12-16,t,$75.00 
10106055,17-12-16,t,$75.00 
10106055,18-12-16,t,$75.00 
10106055,19-12-16,t,$75.00 
10106055,20-12-16,t,$75.00 
10106055,21-12-16,t,$75.00 
10106055,22-12-16,t,$75.00 
10106055,23-12-16,t,$75.00 
10106055,24-12-16,t,$75.00 
10106055,25-12-16,t,$75.00 
10106055,26-12-16,t,$75.00 
10106055,27-12-16,t,$75.00 
10106055,28-12-16,t,$75.00 
10106055,29-12-16,t,$75.00 
10106055,30-12-16,t,$75.00 
10106055,31-12-16,t,$75.00 
10106055,01-01-17,t,$75.00 
10106055,02-01-17,t,$75.00 
6362362,01-12-16,t,$600.00 
6362362,02-12-16,t,$600.00 
6362362,03-12-16,t,$600.00 
6362362,04-12-16,t,$600.00 
6362362,05-12-16,t,$600.00 
6362362,06-12-16,t,$600.00 
6362362,07-12-16,t,$600.00 
6362362,08-12-16,t,$600.00 
6362362,09-12-16,t,$600.00 
6362362,10-12-16,t,$600.00 
6362362,11-12-16,t,$600.00 
